GENERIC_NAME,M.W.,ALOGPS_LOGP,#DONOR,#ACCEPTOR,#RINGS,#ROTATABLE_BOND,,POLAR_SURFACE_AREA,REFRACTIVITY,LOGS,POLARIZABILITY,PKA
Protriptyline,263.377,4.65,1,1,3,4,,12.03,87.3034,-6.06,31.6044,
Nortriptyline,263.377,4.65,1,1,3,3,,12.03,96.2125,-5.48,31.8746,
Tramadol,263.375,2.71,1,3,2,4,,32.7,78.2692,-2.55,30.453,
Desvenlafaxine,263.375,2.6,2,3,2,4,,43.7,78.5419,-2.27,30.2925,14.4566
Melperone,263.356,3.89,0,2,2,5,,20.31,76.2512,-3.73,30.2475,
Gemcitabine,263.198,0.14,3,6,2,2,,108.38,53.2503,-1.07,21.4539,14.6787
Clonixin,262.69,3.59,2,4,2,3,,62.22,69.803,-3.69,25.9804,16.2182
Methohexital,262.304,2.43,1,3,1,5,,66.48,71.5071,-3.7,27.4024,
Cinoxacin,262.218,1.25,1,7,3,2,,88.43,73.6022,-2.44,24.7219,
Tolfenamic Acid,261.704,4.64,2,3,2,3,,49.33,71.6464,-4.22,26.46,17.3076
Setiptiline,261.368,3.96,0,1,4,0,,3.24,85.5259,-3.89,30.4913,
Phenindamine,261.361,4.04,0,1,4,1,,3.24,85.0333,-3.97,31.1287,
Hexylcaine,261.359,3.04,1,2,2,6,,38.33,76.2407,-4.43,30.2906,
Cyclophosphamide,261.086,0.76,1,2,1,5,,41.57,58.4781,-1.24,23.7224,
Ifosfamide,261.086,0.57,1,2,1,5,,41.57,58.4781,-1.24,23.9432,
Magnesium Trisilicate,260.857,,0,6,0,4,,144.84,11.3578,,11.9094,3.22535
Ropinirole,260.375,3.16,1,2,2,7,,32.34,81.4278,-2.87,31.1935,15.5507
Oxymetazoline,260.375,3.7,2,3,2,3,,44.62,79.7985,-3.7,30.6403,
Imolamine,260.341,1.92,1,5,2,6,,51.92,87.1693,-3.21,28.8115,
Fenspiride,260.332,1.81,1,4,3,3,,45.06,74.5161,-2.79,29.1756,
Carisoprodol,260.33,1.76,2,2,0,9,,90.65,67.1008,-2.52,28.772,15.5614
Suprofen,260.308,3.16,1,3,2,4,,54.37,69.4055,-3.79,26.8381,
Tiaprofenic acid,260.308,3.22,1,3,2,4,,54.37,69.1896,-3.91,26.7771,
Benznidazole,260.253,1.32,1,5,2,5,,96.23,68.6453,-2.93,25.1616,
Eperisone,259.387,4.27,0,2,2,5,,20.31,80.9479,-3.62,31.7382,
Primaquine,259.347,2.76,2,4,2,6,,60.17,78.5149,-3.66,29.9249,
Propranolol,259.343,3.03,2,3,2,6,,41.49,76.8257,-3.51,29.9838,
Ramelteon,259.343,3.03,1,2,3,4,,38.33,75.5185,-4.2,29.9902,
Lenalidomide,259.261,-0.43,2,4,3,1,,92.5,68.2981,-2.05,25.5459,15.2118
Lofexidine,259.132,3.31,1,3,2,3,,33.62,64.413,-3.25,25.1115,
Decamethonium,258.486,-2.79,0,0,0,11,,0,106.95,-7.67,35.941,
Thalidomide,258.229,0.42,1,4,3,1,,83.55,64.3248,-2,24.4246,16.7427
Salsalate,258.226,3.44,2,4,2,4,,83.83,67.098,-3.02,24.9242,9.66826
Potassium alum,258.205,,0,4,0,0,,80.26,11.5274,,5.80529,1.89643
Kaolin,258.156,,0,7,0,2,,147.59,10.0076,,9.45691,8.89034
Sodium Citrate,258.068,-0.55,1,7,0,5,,140.62,68.1352,-0.54,14.2259,4.67484
Levorphanol,257.371,3.29,1,2,4,0,,23.47,78.0809,-3.17,29.8358,
Tolmetin,257.284,2.81,1,3,2,4,,59.3,72.3928,-3.29,27.6735,
Benserazide,257.246,-0.68,7,8,1,5,,151.56,73.7518,-1.85,25.0017,8.78413
Sulfur,256.52,,0,0,1,0,,0,46.0464,,20.3954,
Palmitic Acid,256.424,7.23,1,2,0,14,,37.3,77.0836,-5.8,34.3568,
Echothiophate,256.323,-2.15,0,1,0,8,,35.53,78.138,-2.99,27.6512,
Lamotrigine,256.091,1.87,2,5,2,1,,90.71,66.6197,-2.72,23.1043,19.2154
Anagrelide,256.088,1.95,1,3,3,0,,44.7,63.2506,-2.96,23.6106,
Gallium citrate Ga 67,256.028,1.06,1,7,0,5,,140.62,68.1352,-2.06,14.25,4.67484
Gallium nitrate,255.738,,0,3,0,0,,68.88,9.8534,,3.23976,
Phenyltoloxamine,255.361,3.51,0,2,2,6,,12.47,80.2775,-3.78,29.9866,
Tripelennamine,255.358,3.05,0,3,2,6,,19.37,81.2749,-1.95,29.855,
Atomoxetine,255.355,3.95,1,2,2,6,,21.26,79.435,-4.82,29.793,
Diphenhydramine,255.355,3.44,0,2,2,6,,12.47,79.927,-3.53,29.8593,
Sulfathiazole,255.317,0.88,2,4,2,2,,85.08,62.2723,-2.44,23.9561,
Ketorolac,255.269,2.66,1,3,3,3,,59.3,70.1945,-2.7,26.6706,
Ganciclovir,255.231,-1.83,4,7,2,5,,134.99,61.0293,-1.35,24.1542,14.2986
Enzacamene,254.373,5.09,0,1,3,1,,17.07,79.6796,-4.7,30.5656,
Thiamylal,254.349,3.11,2,2,1,5,,58.2,70.6389,-3.7,26.7534,10.7184
Nepafenac,254.284,1.53,2,3,2,4,,86.18,74.4637,-4.11,26.6338,19.4344
Midodrine,254.282,-0.49,3,5,1,6,,93.81,66.2238,-1.76,26.6496,15.257
Ketoprofen,254.281,3.29,1,3,2,4,,54.37,72.5156,-4.08,26.5628,
Fenbufen,254.281,3.07,1,3,2,5,,54.37,72.4903,-4.32,27.4706,16.8967
Dexketoprofen,254.281,3.29,1,3,2,4,,54.37,72.5156,-4.08,26.883,
Dyphylline,254.243,-0.98,2,5,2,3,,98.9,62.086,-1.25,24.6512,15.6293
Iodine,253.809,,0,0,0,0,,0,26.6816,,10.1763,
Proguanil,253.731,1.9,3,5,1,2,,88.79,71.0676,-2.95,26.8407,
Tizanidine,253.711,1.6,2,5,3,1,,62.2,64.7664,-3.28,23.968,
Sulfamethoxazole,253.278,0.79,2,4,2,2,,98.22,64.4958,-2.74,24.9864,
Triamterene,253.263,1.21,3,7,3,1,,129.62,75.1259,-2.42,25.9022,18.5342
Penciclovir,253.258,-0.86,4,7,2,5,,125.76,64.5919,-1.53,25.1061,15.0956
Cimetidine,252.339,0.44,3,5,1,5,,88.89,70.3171,-2.49,27.4736,19.979
Phenytoin,252.268,2.26,2,2,3,2,,58.2,70.1823,-3.55,25.4815,14.7148
Oxcarbazepine,252.268,1.76,1,2,3,0,,63.4,71.5579,-3.2,25.7196,15.9648
Anisindione,252.265,2.99,0,3,3,2,,43.37,71.6967,-4.3,26.2984,
Uracil mustard,252.098,0.79,2,3,1,5,,61.44,58.3501,-2.28,22.9127,13.446
Crisaborole,251.05,2.6,1,3,3,2,,62.48,65.6028,-4.03,25.8965,15.7162
Rivastigmine,250.337,2.45,0,2,1,5,,32.78,73.3706,-2.09,28.5337,
Gemfibrozil,250.333,3.61,1,3,1,6,,46.53,71.8191,-3.95,28.9023,
Heptabarbital,250.294,2.41,2,3,2,2,,75.27,66.2527,-2.89,25.8577,11.8063
Lacosamide,250.294,0.18,2,3,1,6,,67.43,67.5675,-2.73,26.6817,14.9579
Sulfadiazine,250.277,0.25,2,5,2,2,,97.97,64.2009,-2.62,24.3914,
Diflunisal,250.198,3.11,2,3,2,2,,57.53,60.8641,-3.55,22.2888,12.6775
Benzoctamine,249.357,4.16,1,1,4,2,,12.03,89.9457,-5.47,29.3108,
Alprenolol,249.349,2.59,2,3,1,8,,41.49,74.6628,-3.12,29.3832,
Epinastine,249.31,2.53,1,3,4,0,,41.62,76.9014,-3.18,27.3286,
Sulfapyridine,249.289,0.84,2,4,2,2,,85.08,65.7472,-3.03,24.9682,
Alendronic acid,249.096,-1.34,6,8,0,5,,161.31,47.3738,-1.17,19.3974,1.45333
Pyrimethamine,248.711,2.62,2,4,2,2,,77.82,71.542,-3.14,25.7941,
Pindolol,248.321,2.17,3,3,2,6,,57.28,71.462,-2.46,28.2671,16.6576
Dapsone,248.301,1.19,2,4,2,2,,86.18,68.991,-2.94,25.0503,
Enoximone,248.301,1.97,2,2,2,3,,58.2,70.045,-3.56,25.6657,14.4271
Topiroxostat,248.243,1.47,1,5,3,2,,91.14,90.468,-3.5,25.3878,
Triflusal,248.157,2.4,1,3,1,4,,63.6,50.4203,-2.55,19.3206,
Pethidine,247.333,2.9,0,2,2,4,,29.54,72.4837,-2.35,28.0885,
Ketobemidone,247.333,2.01,1,3,2,3,,40.54,73.1249,-1.91,28.0867,19.1535
Tinidazole,247.272,-0.41,0,5,1,5,,97.78,57.6612,-1.91,23.2731,
Emtricitabine,247.247,-0.8,2,5,2,2,,88.15,55.3674,-2.09,21.791,
Pyridoxal Phosphate,247.142,-0.55,3,6,1,4,,116.95,54.7463,-1.64,20.8989,6.69128
Mepivacaine,246.348,2.16,1,2,2,2,,32.34,76.3197,-2.6,28.6076,
Milnacipran,246.348,1.72,1,2,2,5,,46.33,73.8095,-2.3,28.028,
Levomilnacipran,246.348,,1,2,2,5,,46.33,73.8095,,28.3272,
Busulfan,246.302,-0.9,0,4,0,7,,86.74,49.5686,-1.68,23.6378,
Loxoprofen,246.302,2.99,1,3,2,4,,54.37,68.799,-3.57,27.078,
Methylphenobarbital,246.262,1.95,1,3,2,2,,66.48,64.643,-2.54,24.6161,
Floxuridine,246.192,-1.15,3,5,2,2,,99.1,51.2578,-0.78,20.7776,13.9079
Guanfacine,246.093,2.28,3,3,1,2,,78.97,69.6341,-3.25,21.7476,
Tolperisone,245.366,3.75,0,2,2,4,,20.31,76.3469,-3.17,29.6047,
Dezocine,245.36,3.77,2,2,3,0,,46.25,74.1902,-4.24,28.4926,
Tasimelteon,245.322,3.35,1,3,3,4,,41.82,70.8696,-4.06,27.9051,
Apraclonidine,245.109,2.14,3,4,2,1,,62.44,63.7892,-2.78,23.2723,
Ferric Citrate,244.945,1.08,1,7,0,5,,140.62,68.1352,-2.19,14.2512,4.67484
Clodronic Acid,244.892,0.16,4,6,0,2,,115.06,38.2136,-1.52,15.2952,1.3807
Isoaminile,244.382,3.44,0,2,1,5,,27.03,77.2453,-3.56,29.3055,
Xylometazoline,244.375,4.68,1,2,2,3,,24.39,77.8176,-4.44,29.8527,
Biotin,244.311,0.17,3,3,2,5,,78.43,60.0509,-2.3,24.9192,13.547
Etomidate,244.289,2.66,0,2,2,5,,44.12,69.5923,-2.71,26.4291,
Pidotimod,244.27,-1.13,2,4,2,2,,86.71,55.8341,-1.1,22.468,11.1685
Flurbiprofen,244.261,3.57,1,2,2,3,,37.3,67.2927,-3.99,25.2317,
Ribavirin,244.205,-1.92,4,7,2,3,,143.72,64.5744,-0.87,22.1834,12.5617
Azacitidine,244.205,-2.45,4,8,2,2,,140.97,52.1932,-1.3,21.4955,13.9329
Frovatriptan,243.304,1.2,3,2,3,2,,70.91,71.8382,-3.3,27.5522,17.2694
Agomelatine,243.301,2.83,1,2,2,4,,38.33,71.6436,-4.5,27.1751,
Cytarabine,243.217,-2.18,4,7,2,2,,128.61,54.5448,-0.74,22.2078,13.9337
Bretylium,243.163,-1.36,0,0,1,3,,0,72.8857,-6.26,23.2406,
Clofibrate,242.699,3.99,0,2,1,5,,35.53,62.1355,-3.92,24.6958,
Tipiracil,242.662,-0.21,3,4,2,2,,85.29,69.8867,-2.52,22.4864,12.6947
Cetyl alcohol,242.441,7.17,1,1,0,14,,20.23,77.3469,-6.13,34.3807,
Thiopental,242.338,3.05,2,2,1,4,,58.2,65.9938,-3.78,25.7049,10.7221
Fenoprofen,242.27,3.87,1,2,2,4,,46.53,68.1809,-3.48,25.2972,
Molsidomine,242.235,-1.04,0,5,2,4,,77.91,76.9908,-1.35,23.738,14.1584
Telbivudine,242.229,-1.32,3,5,2,2,,99.1,55.412,-0.56,23.2538,13.9079
Benzoyl peroxide,242.227,2.75,0,2,2,5,,52.6,64.7732,-3.92,24.1578,
Moxonidine,241.677,1.01,2,6,2,2,,71.43,63.4107,-3.33,23.5661,
Mefenamic acid,241.285,4.58,2,3,2,3,,49.33,71.8828,-4.25,26.2229,17.7699
Sapropterin,241.247,-1.82,6,7,2,2,,132,68.6334,-2.07,23.6148,13.535
Methocarbamol,241.241,0.63,2,4,1,7,,91.01,59.0674,-1.76,24.2752,14.8133
Pentolinium,240.428,-2.26,0,0,2,6,,0,99.0274,-7.43,31.3555,
Anethole trithione,240.35,3.58,0,1,2,2,,9.23,70.1509,-4.44,24.7825,
Pheniramine,240.343,2.85,0,2,2,5,,16.13,76.0455,-2.8,28.4098,
Imiquimod,240.304,2.83,1,3,3,2,,56.73,72.5446,-2.99,26.6674,
Cystine,240.3,-3.16,4,6,0,7,,126.64,54.8718,-1.16,22.7723,2.26741
Pirbuterol,240.299,0.38,4,5,1,5,,85.61,64.7447,-1.59,26.3059,13.492
Thallous Chloride,239.83,-0.55,0,0,0,0,,0,6.1363,-0.29,4.34651,
Bupropion,239.741,3.28,1,2,1,4,,29.1,67.6994,-3.54,25.9258,
Benzphetamine,239.355,3.72,0,1,2,5,,3.24,78.3871,-4.01,29.0292,
Isoetarine,239.311,0.63,4,4,1,5,,72.72,67.3405,-1.88,26.3869,12.6442
Salbutamol,239.311,0.44,4,4,1,5,,72.72,67.8709,-2.05,26.858,14.1797
Levosalbutamol,239.311,0.44,4,4,1,5,,72.72,67.8709,-2.05,26.8663,14.1797
Secobarbital,238.283,2.2,2,3,1,5,,75.27,62.648,-2.29,24.3329,12.1483
Felbamate,238.24,0.56,2,2,1,7,,104.64,59.5868,-2.51,23.5174,15.4607
Rufinamide,238.194,0.95,1,3,2,3,,73.8,67.0702,-2.57,20.4186,
Nitrofurantoin,238.159,0.03,1,5,2,3,,118.05,52.1099,-2.76,20.4926,13.7202
Ketamine,237.725,2.69,1,2,2,2,,29.1,65.5538,-3.71,24.9699,
Viloxazine,237.299,1.71,1,4,2,5,,39.72,65.2021,-2.28,26.3196,
Procaine,236.31,2.1,1,3,1,7,,55.56,70.3,-1.54,26.805,
Zileuton,236.29,2.01,2,2,2,2,,66.56,61.9595,-3.64,24.1377,
Carbamazepine,236.269,2.1,1,1,3,0,,46.33,71.888,-3.19,25.0025,
Hexobarbital,236.267,1.8,1,3,2,1,,66.48,61.9474,-2.19,24.1405,
Methazolamide,236.26,-0.2,1,6,1,1,,105.19,51.2971,-2.13,20.9884,19.3319
Carbazochrome,236.231,-0.47,3,5,2,1,,108.02,62.1557,-1.91,23.089,14.1259
Didanosine,236.227,-0.99,2,6,3,2,,88.74,58.5938,-1.55,22.8975,14.6728
Isosorbide Dinitrate,236.136,0.87,0,8,2,4,,128.56,44.7714,-2.4,18.0729,
Procainamide,235.325,1.42,2,3,1,6,,58.36,72.2498,-1.89,27.685,
Pamidronate,235.07,-1.41,6,8,0,4,,161.31,42.6188,-1.17,17.3381,1.43201
Lidocaine,234.337,1.81,1,2,1,5,,32.34,73.9296,-2.6,27.7656,
Stiripentol,234.295,3.01,1,3,2,3,,38.69,66.7719,-2.76,26.2109,
Epirizole,234.255,1.56,0,5,2,3,,62.06,62.7062,-2.32,24.7935,
Riluzole,234.198,2.83,1,3,2,2,,48.14,44.3727,-3.77,18.5877,
Diloxanide,234.08,2.01,1,2,1,2,,40.54,55.9936,-2.01,20.9034,13.1006
Sodium glycerophosphate,234.051,-1.37,2,5,0,4,,112.88,29.1456,-0.42,12.8727,6.53355
Lomustine,233.695,2.62,1,2,1,4,,61.77,58.6506,-2.49,23.6114,
Barium sulfate,233.39,,0,4,0,0,,80.26,11.5274,,5.80529,1.89643
Methylphenidate,233.306,1.47,1,2,2,4,,38.33,66.7282,-3.11,26.2103,
Dexmethylphenidate,233.306,1.47,1,2,2,4,,38.33,66.7282,-3.11,26.2269,
Sulbactam,233.242,-0.92,1,5,2,1,,91.75,48.2145,-0.68,20.6251,18.7077
Tymazoline,232.321,3.2,1,3,2,4,,33.62,69.5415,-3.29,27.2931,
Aminoglutethimide,232.278,1.49,2,3,2,2,,72.19,65.3543,-2.8,24.6944,
Melatonin,232.278,1.42,2,2,2,4,,54.12,66.2799,-3.21,25.6499,16.5913
Nalidixic Acid,232.235,0.95,1,5,2,2,,70.5,62.8245,-2,23.6498,
Phenobarbital,232.235,1.4,2,3,2,2,,75.27,59.7463,-2.93,22.6101,11.8026
Aminophenazone,231.294,0.94,0,3,2,2,,26.79,70.111,-1.01,25.8659,
Dexfenfluramine,231.257,3.3,1,1,1,5,,12.03,59.2021,-4.03,22.6852,
Isocarboxazid,231.25,1.19,2,3,2,4,,67.16,74.7803,-3.01,24.511,
Guanabenz,231.082,2.25,2,4,1,2,,76.76,58.1526,-3.41,21.576,
Diazoxide,230.671,1.09,1,4,2,0,,58.53,54.8408,-2.62,20.9764,
Ibudilast,230.305,3.36,0,2,2,3,,34.37,79.375,-3.11,26.3105,
Naproxen,230.259,3.29,1,3,2,3,,46.53,64.8535,-3.65,24.8118,
Clonidine,230.094,2.55,2,3,2,1,,36.42,59.0888,-2.68,21.6963,
Amiloride,229.627,-0.72,4,8,1,1,,159.29,56.6884,-2.27,19.9929,17.6919
Lamivudine,229.256,-1.29,2,5,2,2,,88.15,55.1645,-1.92,21.6999,
Picric acid,229.104,1.83,1,7,1,3,,157.69,50.013,-3.07,16.8084,17.6955
Nabumetone,228.286,3.41,0,2,2,4,,26.3,68.4311,-5.07,26.1656,
Resveratrol,228.247,2.57,3,3,2,2,,60.69,67.4555,-3.52,24.5511,9.12809
Oxybenzone,228.243,3.35,1,3,2,3,,46.53,65.0776,-3.25,23.9611,
Trioxsalen,228.243,3.26,0,1,3,0,,39.44,64.8626,-3.56,24.7703,
Pemirolast,228.21,0.13,1,5,3,1,,87.13,63.3503,-2.69,21.9616,
Decitabine,228.205,-1.96,3,7,2,2,,120.74,50.6825,-1.62,21.1528,14.7875
Nitroglycerin,227.087,1.25,0,9,0,8,,165.15,40.5981,-3.05,15.5597,
Alclofenac,226.66,3.01,1,3,1,5,,46.53,57.7963,-2.9,22.2848,
Pirlindole,226.323,2.1,1,1,4,0,,16.96,70.4207,-3.33,27.2653,
Metyrapone,226.274,2.09,0,3,2,3,,42.85,65.9444,-2.72,23.9836,
Pentobarbital,226.272,2.16,2,3,1,4,,75.27,58.0029,-2.42,23.4073,12.1519
Amobarbital,226.272,1.87,2,3,1,4,,75.27,58.0029,-2.4,23.4485,12.1549
Anthralin,226.231,2.73,2,3,3,0,,57.53,64.2745,-3.09,23.1218,9.11631
Carbidopa,226.229,-0.16,5,6,1,4,,115.81,68.7683,-1.78,22.0331,9.2865
Terbutaline,225.284,0.55,4,4,1,4,,72.72,63.0359,-1.59,24.7751,10.6431
Aciclovir,225.205,-0.95,3,7,2,4,,114.76,54.6334,-1.39,21.5079,15.1173
Furazolidone,225.158,0.15,0,4,2,3,,100.86,51.0852,-2.79,19.7446,
Butalbital,224.256,1.47,2,3,1,4,,75.27,58.047,-2,22.4242,12.1512
Talbutal,224.256,1.87,2,3,1,4,,75.27,58.047,-1.96,22.482,12.1483
Stavudine,224.213,-0.73,2,4,2,2,,78.87,55.3163,-0.74,21.3253,14.6318
Neostigmine,223.292,-1.65,0,1,1,3,,29.54,75.2818,-3.58,25.0849,
Cerulenin,223.268,1.38,1,3,1,7,,72.69,62.5427,-2.14,23.9015,18.6854
N-acetyltyrosine,223.225,1.03,3,4,1,4,,86.63,56.541,-1.95,22.2071,9.50464
Levomenol,222.372,4.76,1,1,1,4,,20.23,72.1875,-3.48,28.2895,
Acetazolamide,222.245,-0.39,2,5,1,2,,115.04,47.3567,-1.9,19.1624,10.3538
Phenindione,222.239,3.1,0,2,3,1,,34.14,65.2335,-3.98,23.238,
Flavone,222.239,3.54,0,2,3,1,,26.3,66.9712,-4.43,23.791,
Tapentadol,221.339,3.47,1,2,1,5,,23.47,69.5588,-2.45,26.5846,
Procarbazine,221.299,0.53,3,3,1,5,,53.16,86.9783,-2.99,25.8764,
Metaxalone,221.252,1.63,1,2,2,3,,47.56,59.322,-2.24,23.7398,
N-Acetylglucosamine,221.208,-2.1,5,6,0,6,,127.09,48.4469,-0.18,20.4895,12.8005
Prilocaine,220.311,1.87,2,2,1,5,,41.13,67.863,-2.83,25.9763,
Oxitriptan,220.225,-1.56,4,4,2,3,,99.34,58.1837,-1.78,22.0307,9.79537
Miglustat,219.278,-1.14,4,5,1,4,,84.16,55.7427,0.18,23.985,14.0324
Pantothenic acid,219.235,-1.12,4,5,0,6,,106.86,51.5111,-0.56,21.9154,12.6857
Monoctanoin,218.293,1.51,2,3,0,10,,66.76,57.2995,-1.7,25.3839,15.5617
Primidone,218.252,0.62,2,2,2,2,,58.2,59.0376,-2.32,22.4438,11.6204
Meprobamate,218.25,1.06,2,2,0,8,,104.64,53.0367,-1.95,22.6531,15.6311
Calcium lactate,218.218,-0.36,1,3,0,2,,60.36,29.6769,-0.06,7.6471,14.5935
Captopril,217.285,1.02,2,3,1,3,,57.61,54.6349,-1.68,21.7201,10.0961
Glutethimide,217.264,1.89,1,2,2,2,,46.17,60.6539,-2.82,23.1527,
Indium In-111 chloride,217.26,1.69,0,0,0,0,,0,18.4089,-0.91,9.87143,
Methoxsalen,216.192,2.1,0,2,3,1,,48.67,56.8529,-3.12,20.9789,
Nitroprusside,215.938,,0,6,0,1,,148.38,39.4351,,16.5221,
Fencamfamine,215.334,3.46,1,1,3,3,,12.03,67.6398,-4.86,26.1299,
Hexaminolevulinate,215.293,1.55,1,3,0,10,,69.39,58.2925,-2.62,24.9609,
Kinetin,215.211,0.96,2,4,3,3,,79.63,60.7164,-2.36,21.3339,19.8572
Magnesium acetate tetrahydrate,214.453,0.29,0,2,0,0,,40.13,23.4808,-0.16,4.95599,
Sulfacetamide,214.242,0.15,2,4,1,1,,89.26,52.4822,-1.71,20.4912,
Amifostine,214.223,-1.44,4,5,0,7,,95.58,51.2831,-1.06,21.0136,6.83442
Phenyl salicylate,214.217,3.58,1,2,2,3,,46.53,59.8418,-3,21.9578,
Carmustine,214.05,1.24,1,2,0,5,,61.77,46.9797,-2.15,18.7955,
Chloroxine,214.048,3.44,1,2,2,0,,33.12,51.5698,-3.19,19.3221,
Baclofen,213.661,-0.82,2,3,1,4,,63.32,54.8292,-2.48,21.1269,
Guanadrel,213.277,0.03,2,5,2,2,,82.86,56.5388,-2.04,23.2297,
Phenazopyridine,213.238,2.31,2,5,2,2,,89.65,68.2479,-3.02,22.6596,
Droxidopa,213.189,-2.37,5,6,1,3,,124.01,50.2856,-1.14,19.8477,9.3845
Brivaracetam,212.289,0.86,1,2,1,5,,63.4,57.7529,-0.66,23.7652,
Butabarbital,212.246,1.7,2,3,1,3,,75.27,53.4019,-2.18,21.4109,12.1519
Butethal,212.246,1.65,2,3,1,4,,75.27,53.4543,-2.22,21.616,12.1549
Benzyl Benzoate,212.244,3.43,0,1,2,4,,26.3,62.6959,-4.03,22.8538,
Zonisamide,212.226,0.67,1,3,2,2,,86.19,50.2984,-2.01,19.4799,
Pramipexole,211.327,2.18,2,3,2,3,,50.94,59.7672,-3.18,24.4687,
Varenicline,211.262,1.39,1,3,4,0,,37.81,61.303,-3.38,23.1154,
Methoxamine,211.258,0.41,2,4,1,4,,64.71,57.8391,-1.36,22.7873,
Orciprenaline,211.258,-0.32,4,4,1,4,,72.72,58.3977,-1.48,23.1173,10.6271
Isoprenaline,211.258,-0.27,4,4,1,4,,72.72,58.3977,-1.56,23.0407,12.653
Milrinone,211.219,1.04,1,3,2,1,,65.78,61.1381,-3,21.4552,
Zalcitabine,211.218,-1.29,2,5,2,2,,88.15,52.2402,-1.48,20.8589,
Methyldopa,211.214,-2.02,4,5,1,3,,103.78,53.7914,-1.97,20.7336,9.1361
Nicorandil,211.177,0,1,5,1,5,,94.36,49.8583,-2.25,19.3446,
Altretamine,210.279,2.43,0,6,1,3,,48.39,65.6454,-1.83,23.6952,
Naphazoline,210.274,3.44,1,2,3,2,,24.39,65.5195,-3.74,23.7737,
Vanillyl butyl ether,210.269,2.78,1,3,1,6,,38.69,59.9428,-2.69,24.2124,
Aprobarbital,210.23,1.24,2,3,1,3,,75.27,53.446,-1.61,20.4981,12.1484
Minoxidil,209.248,1.24,2,5,2,1,,93.63,60.7351,-1.02,21.9266,18.7775
Proflavine,209.247,2.1,2,3,3,0,,64.93,65.4583,-3.3,23.1738,
Pilocarpine,208.257,1.15,0,2,2,3,,44.12,56.5342,-2,22.3393,
Ciclopirox,207.269,2.15,1,2,2,1,,40.54,60.9074,-2.17,23.1179,
Toloxatone,207.229,0.61,1,3,2,2,,49.77,54.6952,-0.58,21.7501,
Miglitol,207.224,-2.3,5,6,1,3,,104.39,48.1614,0.47,20.8135,14.0217
Lipoic Acid,206.326,2.75,1,2,1,5,,37.3,54.3714,-2.96,21.745,
Pyrantel,206.31,2.69,0,2,2,2,,15.6,61.8136,-3.24,23.3225,
Ibuprofen,206.281,3.5,1,2,1,4,,37.3,60.7319,-3.48,23.7615,
Dexibuprofen,206.281,3.5,1,2,1,4,,37.3,60.7319,-3.48,23.8588,
Etidronic acid,206.027,-0.77,5,7,0,2,,135.29,34.511,-1.25,13.9658,1.45901
Diethylpropion,205.296,2.8,0,2,1,5,,20.31,63.8809,-2.23,24.1244,
Trapidil,205.265,1.85,0,4,2,3,,46.32,71.3755,-2.03,22.5474,
Phenformin,205.26,-0.72,5,5,1,3,,97.78,80.7156,-2.95,22.1431,
Dexpanthenol,205.251,-1,4,4,0,6,,89.79,51.8848,-0.23,21.8733,15.0161
Ethambutol,204.31,-0.12,4,4,0,9,,64.52,57.888,-1.43,24.4692,15.422
L-Tryptophan,204.225,-1.1,3,3,2,3,,79.11,56.2028,-2.18,21.0474,16.1566
Ethotoin,204.225,1.11,1,2,2,2,,49.41,55.0493,-1.93,20.6827,16.229
Ferrous bisglycinate,203.963,-1.47,1,3,0,2,,66.15,26.8405,0.02,6.24581,
Crotamiton,203.28,2.7,0,1,1,3,,20.31,64.1479,-2.76,23.0716,
Acetylcarnitine,203.238,-2.39,0,3,0,6,,66.43,72.6368,-2.86,20.8922,
Methsuximide,203.237,1.46,0,2,2,1,,37.38,56.3486,-1.98,21.4027,
Chlorphenesin,202.635,1.46,2,3,1,4,,49.69,49.5808,-1.29,20.1045,15.5624
Spermine,202.34,-0.66,4,4,0,11,,76.1,62.5582,-1.97,26.6947,
Thiabendazole,201.248,2.47,1,2,3,1,,41.57,64.9065,-3.16,21.0212,
Lauric Acid,200.318,5.13,1,2,0,10,,37.3,58.6796,-4.3,25.8463,
Tetryzoline,200.285,3.11,1,2,3,1,,24.39,61.4838,-2.92,22.9273,
Dexmedetomidine,200.28,3.28,1,1,2,2,,28.68,62.9831,-3.06,23.3161,
Monobenzone,200.233,3.08,1,2,2,3,,29.46,59.1147,-3.71,21.9104,
Tegafur,200.169,-0.09,1,3,2,1,,58.64,44.5014,-1.16,17.5248,
Sevoflurane,200.055,2.44,0,1,0,4,,9.23,23.3038,-2.13,9.82805,
Cevimeline,199.313,1.46,0,2,3,0,,12.47,55.9221,-1.92,21.8908,
Diethylcarbamazine,199.293,0.9,0,2,1,2,,26.79,58.2767,0.07,22.8861,
Clavulanate,199.161,-1.16,2,5,2,2,,87.07,44.2525,0.23,18.1278,15.522
Guanethidine,198.309,0.89,2,4,1,3,,67.64,59.7037,-1.95,23.6732,
Guaifenesin,198.216,0.76,2,4,1,5,,58.92,51.2392,-1.12,20.5919,15.5624
Mimosine,198.176,-2.43,3,6,1,3,,103.86,48.6582,-1.18,18.2003,10.5827
Nitrofural,198.136,0.23,2,4,1,3,,126.44,45.2106,-2.87,16.9238,19.0714
Arsenic trioxide,197.84,,0,2,0,2,,43.37,4.236,,6.90584,
Halothane,197.382,2.5,0,0,0,1,,0,24.6331,-1.71,9.78367,
